Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
21-03-2023,Fenugreek Leaves,9,10,13,1kg
21-03-2023,French Beans,37,45,52,1kg
21-03-2023,Garlic,50,61,71,1kg
21-03-2023,Ginger,44,53,63,1kg
21-03-2023,Onion Green,40,48,57,1kg
21-03-2023,Green Peas,78,94,111,1kg
21-03-2023,Ivy Gourd,22,26,31,1kg
21-03-2023,Lemon (Lime),54,65,77,1kg
21-03-2023,Mango Raw,82,99,116,1kg
21-03-2023,Mint Leaves,5,6,7,1kg
21-03-2023,Mushroom,91,110,129,1kg
21-03-2023,Mustard Leaves,14,17,20,1kg
21-03-2023,Ladies Finger,40,48,57,1kg
21-03-2023,Pumpkin,22,26,31,1kg
21-03-2023,Radish,21,25,30,1kg
21-03-2023,Ridge Gourd,29,35,41,1kg
21-03-2023,Shallot (Pearl Onion),36,43,51,1kg
21-03-2023,Snake Gourd,25,30,35,1kg
21-03-2023,Sorrel Leaves,16,19,22,1kg
21-03-2023,Spinach,15,18,21,1kg
21-03-2023,Sweet Potato,36,43,51,1kg
20-03-2023,Onion Big,18,22,26,1kg
20-03-2023,Onion Small,55,66,78,1kg
20-03-2023,Tomato,26,31,37,1kg
20-03-2023,Green Chilli,38,46,54,1kg
20-03-2023,Beetroot,29,35,41,1kg
20-03-2023,Potato,27,32,38,1kg
20-03-2023,Raw Banana (Plantain),11,13,15,1kg
20-03-2023,Amaranth Leaves,13,16,18,1kg
20-03-2023,Amla,70,85,100,1kg
20-03-2023,Ash gourd,25,30,35,1kg
20-03-2023,Baby Corn,56,67,79,1kg
20-03-2023,Banana Flower,19,23,27,1kg
20-03-2023,Capsicum,45,54,64,1kg
20-03-2023,Bitter Gourd,31,37,44,1kg
20-03-2023,Bottle Gourd,29,35,41,1kg
20-03-2023,Butter Beans,44,53,63,1kg
20-03-2023,Broad Beans,36,43,51,1kg
20-03-2023,Cabbage,11,13,15,1kg
20-03-2023,Carrot,31,37,44,1kg
20-03-2023,Cauliflower,24,29,34,1kg
20-03-2023,Cluster beans,43,52,61,1kg
20-03-2023,Coconut,25,30,35,1kg
20-03-2023,Colocasia Leaves,12,14,17,1kg
20-03-2023,Colocasia,24,29,34,1kg
20-03-2023,Coriander Leaves,5,6,7,1kg
20-03-2023,Corn,24,29,34,1kg
20-03-2023,Cucumber,26,31,37,1kg
20-03-2023,Curry Leaves,29,35,41,1kg
20-03-2023,Dill Leaves,14,17,20,1kg
20-03-2023,Drumsticks,90,109,128,1kg
20-03-2023,Brinjal,23,27,33,1kg
20-03-2023,Brinjal (Big),22,26,31,1kg
20-03-2023,Elephant Yam,25,30,35,1kg
20-03-2023,Fenugreek Leaves,9,10,13,1kg
20-03-2023,French Beans,37,45,52,1kg
20-03-2023,Garlic,50,61,71,1kg
20-03-2023,Ginger,44,53,63,1kg
20-03-2023,Onion Green,40,48,57,1kg
20-03-2023,Green Peas,78,94,111,1kg
20-03-2023,Ivy Gourd,22,26,31,1kg
20-03-2023,Lemon (Lime),54,65,77,1kg
20-03-2023,Mango Raw,82,99,116,1kg
20-03-2023,Mint Leaves,5,6,7,1kg
20-03-2023,Mushroom,91,110,129,1kg
20-03-2023,Mustard Leaves,14,17,20,1kg
20-03-2023,Ladies Finger,40,48,57,1kg
20-03-2023,Pumpkin,22,26,31,1kg
20-03-2023,Radish,21,25,30,1kg
20-03-2023,Ridge Gourd,29,35,41,1kg
20-03-2023,Shallot (Pearl Onion),36,43,51,1kg
20-03-2023,Snake Gourd,25,30,35,1kg
20-03-2023,Sorrel Leaves,16,19,22,1kg
20-03-2023,Spinach,15,18,21,1kg
20-03-2023,Sweet Potato,36,43,51,1kg
19-03-2023,Onion Big,18,22,26,1kg
19-03-2023,Onion Small,55,66,78,1kg
19-03-2023,Tomato,26,31,37,1kg
19-03-2023,Green Chilli,38,46,54,1kg
19-03-2023,Beetroot,29,35,41,1kg
19-03-2023,Potato,27,32,38,1kg
19-03-2023,Raw Banana (Plantain),11,13,15,1kg
19-03-2023,Amaranth Leaves,13,16,18,1kg
19-03-2023,Amla,70,85,100,1kg
19-03-2023,Ash gourd,25,30,35,1kg
19-03-2023,Baby Corn,56,67,79,1kg
19-03-2023,Banana Flower,19,23,27,1kg
19-03-2023,Capsicum,45,54,64,1kg
19-03-2023,Bitter Gourd,31,37,44,1kg
19-03-2023,Bottle Gourd,29,35,41,1kg
19-03-2023,Butter Beans,44,53,63,1kg
19-03-2023,Broad Beans,36,43,51,1kg
19-03-2023,Cabbage,11,13,15,1kg
19-03-2023,Carrot,31,37,44,1kg
19-03-2023,Cauliflower,24,29,34,1kg
19-03-2023,Cluster beans,43,52,61,1kg
19-03-2023,Coconut,25,30,35,1kg
19-03-2023,Colocasia Leaves,12,14,17,1kg
19-03-2023,Colocasia,24,29,34,1kg
19-03-2023,Coriander Leaves,5,6,7,1kg
19-03-2023,Corn,24,29,34,1kg
19-03-2023,Cucumber,26,31,37,1kg
19-03-2023,Curry Leaves,29,35,41,1kg
19-03-2023,Dill Leaves,14,17,20,1kg
19-03-2023,Drumsticks,90,109,128,1kg
19-03-2023,Brinjal,23,27,33,1kg
19-03-2023,Brinjal (Big),22,26,31,1kg
19-03-2023,Elephant Yam,25,30,35,1kg
19-03-2023,Fenugreek Leaves,9,10,13,1kg
19-03-2023,French Beans,37,45,52,1kg
19-03-2023,Garlic,50,61,71,1kg
19-03-2023,Ginger,44,53,63,1kg
19-03-2023,Onion Green,40,48,57,1kg
19-03-2023,Green Peas,78,94,111,1kg
19-03-2023,Ivy Gourd,22,26,31,1kg
19-03-2023,Lemon (Lime),54,65,77,1kg
19-03-2023,Mango Raw,82,99,116,1kg
19-03-2023,Mint Leaves,5,6,7,1kg
19-03-2023,Mushroom,91,110,129,1kg
19-03-2023,Mustard Leaves,14,17,20,1kg
19-03-2023,Ladies Finger,40,48,57,1kg
19-03-2023,Pumpkin,22,26,31,1kg
19-03-2023,Radish,21,25,30,1kg
19-03-2023,Ridge Gourd,29,35,41,1kg
19-03-2023,Shallot (Pearl Onion),36,43,51,1kg
19-03-2023,Snake Gourd,25,30,35,1kg
19-03-2023,Sorrel Leaves,16,19,22,1kg
19-03-2023,Spinach,15,18,21,1kg
19-03-2023,Sweet Potato,36,43,51,1kg
18-03-2023,Onion Big,17,21,24,1kg
18-03-2023,Onion Small,48,58,68,1kg
18-03-2023,Tomato,28,34,40,1kg
18-03-2023,Green Chilli,48,58,68,1kg
18-03-2023,Beetroot,28,34,40,1kg
18-03-2023,Potato,28,34,40,1kg
18-03-2023,Raw Banana (Plantain),9,10,13,1kg
18-03-2023,Amaranth Leaves,12,14,17,1kg
18-03-2023,Amla,70,85,100,1kg
18-03-2023,Ash gourd,24,29,34,1kg
18-03-2023,Baby Corn,64,77,91,1kg
18-03-2023,Banana Flower,13,16,18,1kg
18-03-2023,Capsicum,44,53,63,1kg
18-03-2023,Bitter Gourd,30,36,43,1kg
18-03-2023,Bottle Gourd,32,39,45,1kg
18-03-2023,Butter Beans,50,61,71,1kg
18-03-2023,Broad Beans,36,43,51,1kg
18-03-2023,Cabbage,10,12,14,1kg
18-03-2023,Carrot,29,35,41,1kg
18-03-2023,Cauliflower,25,30,35,1kg
18-03-2023,Cluster beans,41,49,58,1kg
18-03-2023,Coconut,25,30,35,1kg
18-03-2023,Colocasia Leaves,12,14,17,1kg
18-03-2023,Colocasia,26,31,37,1kg
18-03-2023,Coriander Leaves,5,6,7,1kg
18-03-2023,Corn,27,32,38,1kg
18-03-2023,Cucumber,24,29,34,1kg
18-03-2023,Curry Leaves,29,35,41,1kg
18-03-2023,Dill Leaves,13,16,18,1kg
18-03-2023,Drumsticks,110,133,157,1kg
18-03-2023,Brinjal,21,25,30,1kg
18-03-2023,Brinjal (Big),26,31,37,1kg
18-03-2023,Elephant Yam,27,32,38,1kg
18-03-2023,Fenugreek Leaves,8,9,11,1kg
18-03-2023,French Beans,41,49,58,1kg
18-03-2023,Garlic,60,72,85,1kg
18-03-2023,Ginger,51,62,72,1kg
18-03-2023,Onion Green,40,48,57,1kg
18-03-2023,Green Peas,79,95,112,1kg
18-03-2023,Ivy Gourd,25,30,35,1kg
18-03-2023,Lemon (Lime),52,63,74,1kg
18-03-2023,Mango Raw,100,121,142,1kg
18-03-2023,Mint Leaves,3,3,4,1kg
18-03-2023,Mushroom,80,97,114,1kg
18-03-2023,Mustard Leaves,18,22,26,1kg
18-03-2023,Ladies Finger,47,57,67,1kg
18-03-2023,Pumpkin,22,26,31,1kg
18-03-2023,Radish,23,27,33,1kg
18-03-2023,Ridge Gourd,27,32,38,1kg
18-03-2023,Shallot (Pearl Onion),33,40,47,1kg
18-03-2023,Snake Gourd,24,29,34,1kg
18-03-2023,Sorrel Leaves,14,17,20,1kg
18-03-2023,Spinach,16,19,22,1kg
18-03-2023,Sweet Potato,38,46,54,1kg
17-03-2023,Onion Big,17,21,24,1kg
17-03-2023,Onion Small,48,58,68,1kg
17-03-2023,Tomato,28,34,40,1kg
17-03-2023,Green Chilli,48,58,68,1kg
17-03-2023,Beetroot,28,34,40,1kg
17-03-2023,Potato,28,34,40,1kg
17-03-2023,Raw Banana (Plantain),9,10,13,1kg
17-03-2023,Amaranth Leaves,12,14,17,1kg
17-03-2023,Amla,70,85,100,1kg
17-03-2023,Ash gourd,24,29,34,1kg
17-03-2023,Baby Corn,64,77,91,1kg
17-03-2023,Banana Flower,13,16,18,1kg
17-03-2023,Capsicum,44,53,63,1kg
17-03-2023,Bitter Gourd,30,36,43,1kg
17-03-2023,Bottle Gourd,32,39,45,1kg
17-03-2023,Butter Beans,50,61,71,1kg
17-03-2023,Broad Beans,36,43,51,1kg
17-03-2023,Cabbage,10,12,14,1kg
17-03-2023,Carrot,29,35,41,1kg
17-03-2023,Cauliflower,25,30,35,1kg
17-03-2023,Cluster beans,41,49,58,1kg
17-03-2023,Coconut,25,30,35,1kg
17-03-2023,Colocasia Leaves,12,14,17,1kg
17-03-2023,Colocasia,26,31,37,1kg
17-03-2023,Coriander Leaves,5,6,7,1kg
17-03-2023,Corn,27,32,38,1kg
17-03-2023,Cucumber,24,29,34,1kg
17-03-2023,Curry Leaves,29,35,41,1kg
17-03-2023,Dill Leaves,13,16,18,1kg
17-03-2023,Drumsticks,110,133,157,1kg
17-03-2023,Brinjal,21,25,30,1kg
17-03-2023,Brinjal (Big),26,31,37,1kg
17-03-2023,Elephant Yam,27,32,38,1kg
17-03-2023,Fenugreek Leaves,8,9,11,1kg
17-03-2023,French Beans,41,49,58,1kg
17-03-2023,Garlic,60,72,85,1kg
17-03-2023,Ginger,51,62,72,1kg
17-03-2023,Onion Green,40,48,57,1kg
17-03-2023,Green Peas,79,95,112,1kg
17-03-2023,Ivy Gourd,25,30,35,1kg
17-03-2023,Lemon (Lime),52,63,74,1kg
17-03-2023,Mango Raw,100,121,142,1kg
17-03-2023,Mint Leaves,3,3,4,1kg
17-03-2023,Mushroom,80,97,114,1kg
17-03-2023,Mustard Leaves,18,22,26,1kg
17-03-2023,Ladies Finger,47,57,67,1kg
17-03-2023,Pumpkin,22,26,31,1kg
17-03-2023,Radish,23,27,33,1kg
17-03-2023,Ridge Gourd,27,32,38,1kg
17-03-2023,Shallot (Pearl Onion),33,40,47,1kg
17-03-2023,Snake Gourd,24,29,34,1kg
17-03-2023,Sorrel Leaves,14,17,20,1kg
17-03-2023,Spinach,16,19,22,1kg
17-03-2023,Sweet Potato,38,46,54,1kg
16-03-2023,Onion Big,19,23,27,1kg
16-03-2023,Onion Small,48,58,68,1kg
16-03-2023,Tomato,24,29,34,1kg
16-03-2023,Green Chilli,41,49,58,1kg
16-03-2023,Beetroot,24,29,34,1kg
16-03-2023,Potato,28,34,40,1kg
16-03-2023,Raw Banana (Plantain),7,8,10,1kg
16-03-2023,Amaranth Leaves,15,18,21,1kg
16-03-2023,Amla,50,61,71,1kg
16-03-2023,Ash gourd,23,27,33,1kg
16-03-2023,Baby Corn,65,79,92,1kg
16-03-2023,Banana Flower,17,21,24,1kg
16-03-2023,Capsicum,46,55,65,1kg
16-03-2023,Bitter Gourd,27,32,38,1kg
16-03-2023,Bottle Gourd,30,36,43,1kg
16-03-2023,Butter Beans,53,64,75,1kg
16-03-2023,Broad Beans,35,42,50,1kg
16-03-2023,Cabbage,11,13,15,1kg
16-03-2023,Carrot,29,35,41,1kg
16-03-2023,Cauliflower,27,32,38,1kg
16-03-2023,Cluster beans,45,54,64,1kg
16-03-2023,Coconut,27,32,38,1kg
16-03-2023,Colocasia Leaves,14,17,20,1kg
16-03-2023,Colocasia,28,34,40,1kg
16-03-2023,Coriander Leaves,5,6,7,1kg
16-03-2023,Corn,27,32,38,1kg
16-03-2023,Cucumber,23,27,33,1kg
16-03-2023,Curry Leaves,29,35,41,1kg
16-03-2023,Dill Leaves,11,13,15,1kg
16-03-2023,Drumsticks,110,133,157,1kg
16-03-2023,Brinjal,25,30,35,1kg
16-03-2023,Brinjal (Big),24,29,34,1kg
16-03-2023,Elephant Yam,27,32,38,1kg
16-03-2023,Fenugreek Leaves,9,10,13,1kg
16-03-2023,French Beans,40,48,57,1kg
16-03-2023,Garlic,53,64,75,1kg
16-03-2023,Ginger,51,62,72,1kg
16-03-2023,Onion Green,42,50,59,1kg
16-03-2023,Green Peas,84,102,120,1kg
16-03-2023,Ivy Gourd,23,27,33,1kg
16-03-2023,Lemon (Lime),52,63,74,1kg
16-03-2023,Mango Raw,106,128,151,1kg
16-03-2023,Mint Leaves,6,7,8,1kg
16-03-2023,Mushroom,95,115,135,1kg
16-03-2023,Mustard Leaves,12,14,17,1kg
16-03-2023,Ladies Finger,50,61,71,1kg
16-03-2023,Pumpkin,21,25,30,1kg
16-03-2023,Radish,26,31,37,1kg
16-03-2023,Ridge Gourd,28,34,40,1kg
16-03-2023,Shallot (Pearl Onion),32,39,45,1kg
16-03-2023,Snake Gourd,29,35,41,1kg
16-03-2023,Sorrel Leaves,11,13,15,1kg
16-03-2023,Spinach,10,12,14,1kg
16-03-2023,Sweet Potato,37,45,52,1kg
15-03-2023,Onion Big,19,23,27,1kg
15-03-2023,Onion Small,48,58,68,1kg
15-03-2023,Tomato,24,29,34,1kg
15-03-2023,Green Chilli,41,49,58,1kg
15-03-2023,Beetroot,24,29,34,1kg
15-03-2023,Potato,28,34,40,1kg
15-03-2023,Raw Banana (Plantain),7,8,10,1kg
15-03-2023,Amaranth Leaves,15,18,21,1kg
15-03-2023,Amla,50,61,71,1kg
15-03-2023,Ash gourd,23,27,33,1kg
15-03-2023,Baby Corn,65,79,92,1kg
15-03-2023,Banana Flower,17,21,24,1kg
15-03-2023,Capsicum,46,55,65,1kg
15-03-2023,Bitter Gourd,27,32,38,1kg
15-03-2023,Bottle Gourd,30,36,43,1kg
15-03-2023,Butter Beans,53,64,75,1kg
15-03-2023,Broad Beans,35,42,50,1kg
15-03-2023,Cabbage,11,13,15,1kg
15-03-2023,Carrot,29,35,41,1kg
15-03-2023,Cauliflower,27,32,38,1kg
15-03-2023,Cluster beans,45,54,64,1kg
15-03-2023,Coconut,27,32,38,1kg
15-03-2023,Colocasia Leaves,14,17,20,1kg
15-03-2023,Colocasia,28,34,40,1kg
15-03-2023,Coriander Leaves,5,6,7,1kg
15-03-2023,Corn,27,32,38,1kg
15-03-2023,Cucumber,23,27,33,1kg
15-03-2023,Curry Leaves,29,35,41,1kg
15-03-2023,Dill Leaves,11,13,15,1kg
15-03-2023,Drumsticks,110,133,157,1kg
15-03-2023,Brinjal,25,30,35,1kg
15-03-2023,Brinjal (Big),24,29,34,1kg
15-03-2023,Elephant Yam,27,32,38,1kg
15-03-2023,Fenugreek Leaves,9,10,13,1kg
15-03-2023,French Beans,40,48,57,1kg
15-03-2023,Garlic,53,64,75,1kg
15-03-2023,Ginger,51,62,72,1kg
15-03-2023,Onion Green,42,50,59,1kg
15-03-2023,Green Peas,84,102,120,1kg
15-03-2023,Ivy Gourd,23,27,33,1kg
15-03-2023,Lemon (Lime),52,63,74,1kg
15-03-2023,Mango Raw,106,128,151,1kg
15-03-2023,Mint Leaves,6,7,8,1kg
15-03-2023,Mushroom,95,115,135,1kg
15-03-2023,Mustard Leaves,12,14,17,1kg
15-03-2023,Ladies Finger,50,61,71,1kg
15-03-2023,Pumpkin,21,25,30,1kg
15-03-2023,Radish,26,31,37,1kg
15-03-2023,Ridge Gourd,28,34,40,1kg
15-03-2023,Shallot (Pearl Onion),32,39,45,1kg
15-03-2023,Snake Gourd,29,35,41,1kg
15-03-2023,Sorrel Leaves,11,13,15,1kg
15-03-2023,Spinach,10,12,14,1kg
15-03-2023,Sweet Potato,37,45,52,1kg
14-03-2023,Onion Big,19,23,27,1kg
14-03-2023,Onion Small,48,58,68,1kg
14-03-2023,Tomato,24,29,34,1kg
14-03-2023,Green Chilli,41,49,58,1kg
14-03-2023,Beetroot,24,29,34,1kg
14-03-2023,Potato,28,34,40,1kg
14-03-2023,Raw Banana (Plantain),7,8,10,1kg
14-03-2023,Amaranth Leaves,15,18,21,1kg
14-03-2023,Amla,50,61,71,1kg
14-03-2023,Ash gourd,23,27,33,1kg
14-03-2023,Baby Corn,65,79,92,1kg
14-03-2023,Banana Flower,17,21,24,1kg
14-03-2023,Capsicum,46,55,65,1kg
14-03-2023,Bitter Gourd,27,32,38,1kg
14-03-2023,Bottle Gourd,30,36,43,1kg
14-03-2023,Butter Beans,53,64,75,1kg
14-03-2023,Broad Beans,35,42,50,1kg
14-03-2023,Cabbage,11,13,15,1kg
14-03-2023,Carrot,29,35,41,1kg
14-03-2023,Cauliflower,27,32,38,1kg
14-03-2023,Cluster beans,45,54,64,1kg
14-03-2023,Coconut,27,32,38,1kg
14-03-2023,Colocasia Leaves,14,17,20,1kg
14-03-2023,Colocasia,28,34,40,1kg
14-03-2023,Coriander Leaves,5,6,7,1kg
14-03-2023,Corn,27,32,38,1kg
14-03-2023,Cucumber,23,27,33,1kg
14-03-2023,Curry Leaves,29,35,41,1kg
14-03-2023,Dill Leaves,11,13,15,1kg
14-03-2023,Drumsticks,110,133,157,1kg
14-03-2023,Brinjal,25,30,35,1kg
14-03-2023,Brinjal (Big),24,29,34,1kg
14-03-2023,Elephant Yam,27,32,38,1kg
14-03-2023,Fenugreek Leaves,9,10,13,1kg
14-03-2023,French Beans,40,48,57,1kg
14-03-2023,Garlic,53,64,75,1kg
14-03-2023,Ginger,51,62,72,1kg
14-03-2023,Onion Green,42,50,59,1kg
14-03-2023,Green Peas,84,102,120,1kg
14-03-2023,Ivy Gourd,23,27,33,1kg
14-03-2023,Lemon (Lime),52,63,74,1kg
14-03-2023,Mango Raw,106,128,151,1kg
14-03-2023,Mint Leaves,6,7,8,1kg
14-03-2023,Mushroom,95,115,135,1kg
14-03-2023,Mustard Leaves,12,14,17,1kg
14-03-2023,Ladies Finger,50,61,71,1kg
14-03-2023,Pumpkin,21,25,30,1kg
14-03-2023,Radish,26,31,37,1kg
14-03-2023,Ridge Gourd,28,34,40,1kg
14-03-2023,Shallot (Pearl Onion),32,39,45,1kg
14-03-2023,Snake Gourd,29,35,41,1kg
14-03-2023,Sorrel Leaves,11,13,15,1kg
14-03-2023,Spinach,10,12,14,1kg
14-03-2023,Sweet Potato,37,45,52,1kg
13-03-2023,Onion Big,22,26,31,1kg
13-03-2023,Onion Small,54,65,77,1kg
13-03-2023,Tomato,29,35,41,1kg
13-03-2023,Green Chilli,42,50,59,1kg
13-03-2023,Beetroot,25,30,35,1kg
13-03-2023,Potato,27,32,38,1kg
13-03-2023,Raw Banana (Plantain),11,13,15,1kg
13-03-2023,Amaranth Leaves,12,14,17,1kg
13-03-2023,Amla,70,85,100,1kg
13-03-2023,Ash gourd,25,30,35,1kg
13-03-2023,Baby Corn,64,77,91,1kg
13-03-2023,Banana Flower,12,14,17,1kg
13-03-2023,Capsicum,42,50,59,1kg
13-03-2023,Bitter Gourd,27,32,38,1kg
13-03-2023,Bottle Gourd,32,39,45,1kg
13-03-2023,Butter Beans,50,61,71,1kg
13-03-2023,Broad Beans,37,45,52,1kg
13-03-2023,Cabbage,13,16,18,1kg
13-03-2023,Carrot,24,29,34,1kg
13-03-2023,Cauliflower,24,29,34,1kg
13-03-2023,Cluster beans,44,53,63,1kg
13-03-2023,Coconut,27,32,38,1kg
13-03-2023,Colocasia Leaves,10,12,14,1kg
13-03-2023,Colocasia,24,29,34,1kg
13-03-2023,Coriander Leaves,8,9,11,1kg
13-03-2023,Corn,25,30,35,1kg
13-03-2023,Cucumber,23,27,33,1kg
13-03-2023,Curry Leaves,29,35,41,1kg
13-03-2023,Dill Leaves,11,13,15,1kg
13-03-2023,Drumsticks,110,133,157,1kg
13-03-2023,Brinjal,24,29,34,1kg
13-03-2023,Brinjal (Big),25,30,35,1kg
13-03-2023,Elephant Yam,27,32,38,1kg
13-03-2023,Fenugreek Leaves,9,10,13,1kg
13-03-2023,French Beans,41,49,58,1kg
13-03-2023,Garlic,56,67,79,1kg
13-03-2023,Ginger,44,53,63,1kg
13-03-2023,Onion Green,40,48,57,1kg
13-03-2023,Green Peas,85,103,121,1kg
13-03-2023,Ivy Gourd,28,34,40,1kg
13-03-2023,Lemon (Lime),52,63,74,1kg
13-03-2023,Mango Raw,86,104,122,1kg
13-03-2023,Mint Leaves,3,3,4,1kg
13-03-2023,Mushroom,79,95,112,1kg
13-03-2023,Mustard Leaves,18,22,26,1kg
13-03-2023,Ladies Finger,45,54,64,1kg
13-03-2023,Pumpkin,21,25,30,1kg
13-03-2023,Radish,24,29,34,1kg
13-03-2023,Ridge Gourd,32,39,45,1kg
13-03-2023,Shallot (Pearl Onion),35,42,50,1kg
13-03-2023,Snake Gourd,24,29,34,1kg
13-03-2023,Sorrel Leaves,15,18,21,1kg
13-03-2023,Spinach,14,17,20,1kg
13-03-2023,Sweet Potato,39,47,55,1kg
12-03-2023,Onion Big,22,26,31,1kg
12-03-2023,Onion Small,54,65,77,1kg
12-03-2023,Tomato,29,35,41,1kg
12-03-2023,Green Chilli,42,50,59,1kg
12-03-2023,Beetroot,25,30,35,1kg
12-03-2023,Potato,27,32,38,1kg
12-03-2023,Raw Banana (Plantain),11,13,15,1kg
12-03-2023,Amaranth Leaves,12,14,17,1kg
12-03-2023,Amla,70,85,100,1kg
12-03-2023,Ash gourd,25,30,35,1kg
12-03-2023,Baby Corn,64,77,91,1kg
12-03-2023,Banana Flower,12,14,17,1kg
12-03-2023,Capsicum,42,50,59,1kg
12-03-2023,Bitter Gourd,27,32,38,1kg
12-03-2023,Bottle Gourd,32,39,45,1kg
12-03-2023,Butter Beans,50,61,71,1kg
12-03-2023,Broad Beans,37,45,52,1kg
12-03-2023,Cabbage,13,16,18,1kg
12-03-2023,Carrot,24,29,34,1kg
12-03-2023,Cauliflower,24,29,34,1kg
12-03-2023,Cluster beans,44,53,63,1kg
12-03-2023,Coconut,27,32,38,1kg
12-03-2023,Colocasia Leaves,10,12,14,1kg
12-03-2023,Colocasia,24,29,34,1kg
12-03-2023,Coriander Leaves,8,9,11,1kg
12-03-2023,Corn,25,30,35,1kg
12-03-2023,Cucumber,23,27,33,1kg
12-03-2023,Curry Leaves,29,35,41,1kg
12-03-2023,Dill Leaves,11,13,15,1kg
12-03-2023,Drumsticks,110,133,157,1kg
12-03-2023,Brinjal,24,29,34,1kg
12-03-2023,Brinjal (Big),25,30,35,1kg
12-03-2023,Elephant Yam,27,32,38,1kg
12-03-2023,Fenugreek Leaves,9,10,13,1kg
12-03-2023,French Beans,41,49,58,1kg
12-03-2023,Garlic,56,67,79,1kg
12-03-2023,Ginger,44,53,63,1kg
12-03-2023,Onion Green,40,48,57,1kg
12-03-2023,Green Peas,85,103,121,1kg
12-03-2023,Ivy Gourd,28,34,40,1kg
12-03-2023,Lemon (Lime),52,63,74,1kg
12-03-2023,Mango Raw,86,104,122,1kg
12-03-2023,Mint Leaves,3,3,4,1kg
12-03-2023,Mushroom,79,95,112,1kg
12-03-2023,Mustard Leaves,18,22,26,1kg
12-03-2023,Ladies Finger,45,54,64,1kg
12-03-2023,Pumpkin,21,25,30,1kg
12-03-2023,Radish,24,29,34,1kg
12-03-2023,Ridge Gourd,32,39,45,1kg
12-03-2023,Shallot (Pearl Onion),35,42,50,1kg
12-03-2023,Snake Gourd,24,29,34,1kg
12-03-2023,Sorrel Leaves,15,18,21,1kg
12-03-2023,Spinach,14,17,20,1kg
12-03-2023,Sweet Potato,39,47,55,1kg
11-03-2023,Onion Big,22,26,31,1kg
11-03-2023,Onion Small,54,65,77,1kg
11-03-2023,Tomato,29,35,41,1kg
11-03-2023,Green Chilli,42,50,59,1kg
11-03-2023,Beetroot,25,30,35,1kg
11-03-2023,Potato,27,32,38,1kg
11-03-2023,Raw Banana (Plantain),11,13,15,1kg
11-03-2023,Amaranth Leaves,12,14,17,1kg
11-03-2023,Amla,70,85,100,1kg
11-03-2023,Ash gourd,25,30,35,1kg
11-03-2023,Baby Corn,64,77,91,1kg
11-03-2023,Banana Flower,12,14,17,1kg
11-03-2023,Capsicum,42,50,59,1kg
11-03-2023,Bitter Gourd,27,32,38,1kg
11-03-2023,Bottle Gourd,32,39,45,1kg
11-03-2023,Butter Beans,50,61,71,1kg
11-03-2023,Broad Beans,37,45,52,1kg
11-03-2023,Cabbage,13,16,18,1kg
11-03-2023,Carrot,24,29,34,1kg
11-03-2023,Cauliflower,24,29,34,1kg
11-03-2023,Cluster beans,44,53,63,1kg
11-03-2023,Coconut,27,32,38,1kg
11-03-2023,Colocasia Leaves,10,12,14,1kg
11-03-2023,Colocasia,24,29,34,1kg
11-03-2023,Coriander Leaves,8,9,11,1kg
11-03-2023,Corn,25,30,35,1kg
11-03-2023,Cucumber,23,27,33,1kg
11-03-2023,Curry Leaves,29,35,41,1kg
11-03-2023,Dill Leaves,11,13,15,1kg
11-03-2023,Drumsticks,110,133,157,1kg
11-03-2023,Brinjal,24,29,34,1kg
11-03-2023,Brinjal (Big),25,30,35,1kg
11-03-2023,Elephant Yam,27,32,38,1kg
11-03-2023,Fenugreek Leaves,9,10,13,1kg
11-03-2023,French Beans,41,49,58,1kg
11-03-2023,Garlic,56,67,79,1kg
11-03-2023,Ginger,44,53,63,1kg
11-03-2023,Onion Green,40,48,57,1kg
11-03-2023,Green Peas,85,103,121,1kg
11-03-2023,Ivy Gourd,28,34,40,1kg
11-03-2023,Lemon (Lime),52,63,74,1kg
11-03-2023,Mango Raw,86,104,122,1kg
11-03-2023,Mint Leaves,3,3,4,1kg
11-03-2023,Mushroom,79,95,112,1kg
11-03-2023,Mustard Leaves,18,22,26,1kg
11-03-2023,Ladies Finger,45,54,64,1kg
11-03-2023,Pumpkin,21,25,30,1kg
11-03-2023,Radish,24,29,34,1kg
11-03-2023,Ridge Gourd,32,39,45,1kg
11-03-2023,Shallot (Pearl Onion),35,42,50,1kg
11-03-2023,Snake Gourd,24,29,34,1kg
11-03-2023,Sorrel Leaves,15,18,21,1kg
11-03-2023,Spinach,14,17,20,1kg
11-03-2023,Sweet Potato,39,47,55,1kg
10-03-2023,Onion Big,22,26,31,1kg
10-03-2023,Onion Small,54,65,77,1kg
10-03-2023,Tomato,29,35,41,1kg
10-03-2023,Green Chilli,42,50,59,1kg
10-03-2023,Beetroot,25,30,35,1kg
10-03-2023,Potato,27,32,38,1kg
10-03-2023,Raw Banana (Plantain),11,13,15,1kg
10-03-2023,Amaranth Leaves,12,14,17,1kg
10-03-2023,Amla,70,85,100,1kg
10-03-2023,Ash gourd,25,30,35,1kg
10-03-2023,Baby Corn,64,77,91,1kg
10-03-2023,Banana Flower,12,14,17,1kg
10-03-2023,Capsicum,42,50,59,1kg
10-03-2023,Bitter Gourd,27,32,38,1kg
10-03-2023,Bottle Gourd,32,39,45,1kg
10-03-2023,Butter Beans,50,61,71,1kg
